pmid,journal,title,authors,abstract,link,publication_date_raw,publication_date,publication_year,publication_month
40674252,Anesthesia and analgesia,In Response.,Kitisin N; Eikermann M; Wongtangman K,,https://pubmed.ncbi.nlm.nih.gov/40674252/,2025 Jul 17,2025-07-17,2025,2025-07
40673736,European journal of anaesthesiology,The effect of methylprednisolone on the reversal time of rocuronium by sugammadex in the paediatric patient group: A randomised controlled trial.,Buyukcavlak M; Tire Y; Mermer A; Yuce MS; Yildirim SN; Kozanhan B,"BACKGROUND: Sugammadex is an effective agent for reversing aminosteroid neuromuscular blocking agents, but its effectiveness can be influenced by interactions with steroid-based drugs. Previous studies suggest corticosteroids may affect sugammadex effectiveness, but data on methylprednisolone in paediatric patients is limited. OBJECTIVE: This study aimed to determine whether methylprednisolone administration at induction affects the reversal time of rocuronium by sugammadex. DESIGN: Single centre, double blinded, randomised controlled trial. SETTINGS: Turkish tertiary care centre from September 2024 to January 2025. STUDY POPULATION: Paediatric patients undergoing elective adenoidectomy and/or tonsillectomy. INTERVENTIONS: Patients were randomly assigned to receive either methylprednisolone 1 mg kg-1 (group M) or a placebo (group C) with anaesthesia induction. Neuromuscular block was induced with rocuronium, monitored using acceleromyography and reversed with sugammadex 2 mg kg-1 at the end of surgery. MAIN OUTCOME MEAURES: The primary outcome was the reversal time of rocuronium by sugammadex: time from sugammadex administration at train of four (TOF) count = 2 to a TOF ratio of >/=0.9 of baseline. Secondary outcomes included extubation time (time from sugammadex administration at TOF count = 2 to extubation), postoperative pain, nausea and vomiting scores, and incidence of adverse events (stridor, hoarseness, severe cough and desaturation). RESULTS: At 89 +/- 20.3 s, the reversal time of rocuronium by sugammadex was statistically significantly longer in group M compared with the 54.6 +/- 9.3 s of group C (P < 0.001). The mean with 95% confidence interval (CI) of the difference was 34.5 (27.3 to 41.6) s. The extubation time was also significantly prolonged in group M compared with group C: 426.8 +/- 134.4 vs. 331.3 +/- 129.0 s (P = 0.002) with a difference of 95.5 (95% CI, 36.8 to 154.2) s. No significant differences were observed in postoperative pain, nausea and vomiting scores, or frequency of adverse events. CONCLUSION: Although methylprednisolone administration resulted in a significantly prolonged reversal of rocuronium-induced neuromuscular block by sugammadex and subsequent delayed extubation, the clinical importance of this interaction is minor. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT06623370.",https://pubmed.ncbi.nlm.nih.gov/40673736/,2025 Jul 17,2025-07-17,2025,2025-07
40673713,European journal of anaesthesiology,Multimodal prehabilitation as a strategy to reduce postoperative complications in cardiac surgery: A randomised controlled trial.,Lopez-Hernandez A; Gimeno-Santos E; Navarro-Ripoll R; Arguis MJ; Lopez-Baamonde M; Sanz-de la Garza M; Sandoval E; Castella M; Martinez-Palli G,"BACKGROUND: Prehabilitation has shown efficacy in improving postoperative outcomes in abdominal surgery. Data on cardiac surgery are controversial. OBJECTIVE: To determine if a multimodal prehabilitation programme reduces the rate of postoperative complications after elective cardiac surgery. DESIGN: Randomised controlled trial. SETTING: Single-centre study in a tertiary hospital with inclusion period spanned from March 2018 to June 2021. PATIENTS: One hundred and fifty-one patients, with an expected waiting time before surgery of 6 weeks or more, completed the study. Excluded were those with functional, anatomical or cognitive impairment; cardiac instability; dynamic left ventricle outflow tract obstruction or proven exercise-induced arrhythmias. INTERVENTION: Four to six weeks of a multimodal prehabilitation programme, including exercise training, psychological and nutritional support. MAIN OUTCOME: Incidence of postoperative complications. RESULTS: No differences were found in the rate of postoperative complications (80% in both groups, P = 0.968), most of which were mild, with a Comprehensive Complication Index of 21 and more than 70% with Clavien-Dindo grade I or II. Prehabilitated patients showed a significant improvement in endurance time assessed by a constant-work rate cycling exercise test: preintervention vs. postintervention (301 +/- 109 vs. 578 +/- 257 s, P = 0.001), and in 6-min walk test (6MWT) (487 +/- 77 vs. 504 +/- 74 min, P = 0.001). No patients experienced adverse events attributable to the intervention. A sub-analysis restricted to prehabilitated patients who showed a meaningful response to exercise assessed by the 6MWT (increase >/= 30 m) showed a reduction in the number and severity of postoperative complications, compared to nonresponders (1.1 +/- 0.9 vs. 2 +/- 2 complications per patient, P = 0.038); and the Comprehensive Complication Index (16 +/- 15 vs. 25 +/- 19, P = 0.044). CONCLUSION: A multimodal prehabilitation programme before elective cardiac surgery did not reduce the incidence of postoperative complications. Nevertheless, when analysis was restricted to meaningful responders to intervention, a significant reduction in postoperative complications and their severity was observed. TRIAL REGISTRATION: ClinicalTrials.gov (NCT03466606).",https://pubmed.ncbi.nlm.nih.gov/40673713/,2025 Jul 17,2025-07-17,2025,2025-07
40659442,Regional anesthesia and pain medicine,Optimal multimodal analgesia combinations to reduce pain and opioid use following non-cardiac surgery: an instrumental variable analysis.,Graham LA; Illarmo S; Wren SM; Mudumbai SC; Odden MC,"BACKGROUND: Multimodal analgesia (MMA) is a perioperative pain management strategy that targets various pain pathways, resulting in reduced postoperative pain and opioid use. Unfortunately, the optimal combinations of pain medications to use with perioperative MMA remain uncertain. Our goal was to estimate the treatment effect of MMA on postoperative pain and opioid use and identify optimal non-opioid medication combinations to enhance MMA benefits. METHODS: The study population includes all patients undergoing elective non-cardiac surgery with general anesthesia between 1 January 2017 and 31 December 2022 at six geographically similar Veterans Health Administration hospitals. An instrumental variable (IV) analysis was conducted using the anesthesiologist as the instrument to emulate randomization to receiving specific pain medication combinations. Outcomes were self-reported pain and opioid use after surgery. RESULTS: Of the 23 238 procedures included in the study, 46.1% received MMA. MMA was more common in younger patients, females and those with a lower probability of mortality. With IV analysis, inpatients with MMA required 6.8 fewer oral morphine equivalents (OMEs, 95% CI -10.2, to -3.4) in the postoperative period, and outpatients with MMA reported postoperative pain scores that were, on average, 1.0 unit lower than patients who did not receive MMA (95% CI -1.6 to -0.4). Combinations of non-steroidal anti-inflammatory drugs (NSAIDs) plus dexamethasone or regional anesthesia resulted in the greatest reductions in postoperative opioid use (mean reduction -29.5 OMEs, 95% CI -36.9 to -19.5 and mean reduction -28.4 OMEs, 95% CI -40.1 to -16.8, respectively). CONCLUSION: Our findings further support existing evidence on the effectiveness of MMA in reducing postoperative pain and opioid use following non-cardiac surgery. Importantly, our study highlights that dexamethasone and NSAIDs, not acetaminophen, which is almost universally used in MMA regimens, resulted in the greatest reduction of postoperative pain and postoperative opioid use. This has significant implications for the continued use of NSAIDs and dexamethasone in MMA protocols and underscores the need for future studies exploring the independent effect of intravenous acetaminophen on postoperative pain.",https://pubmed.ncbi.nlm.nih.gov/40659442/,2025 Jul 17,2025-07-17,2025,2025-07
39837579,Regional anesthesia and pain medicine,ASRA Pain Medicine consensus practice infection control guidelines for regional anesthesia and pain medicine.,Provenzano DA; Hanes M; Hunt C; Benzon HT; Grider JS; Cawcutt K; Doshi TL; Hayek S; Hoelzer B; Johnson RL; Kalagara H; Kopp S; Loftus RW; Macfarlane AJR; Nagpal AS; Neuman SA; Pawa A; Pearson ACS; Pilitsis J; Sivanesan E; Sondekoppam RV; Van Zundert J; Narouze S,"BACKGROUND: To provide recommendations on risk mitigation, diagnosis and treatment of infectious complications associated with the practice of regional anesthesia, acute and chronic pain management. METHODS: Following board approval, in 2020 the American Society of Regional Anesthesia and Pain Medicine (ASRA Pain Medicine) commissioned evidence-based guidelines for best practices for infection control. More than 80 research questions were developed and literature searches undertaken by assigned working groups comprising four to five members. Modified US Preventive Services Task Force criteria were used to determine levels of evidence and certainty. Using a modified Delphi method, >50% agreement was needed to accept a recommendation for author review, and >75% agreement for a recommendation to be accepted. The ASRA Pain Medicine Board of Directors reviewed and approved the final guidelines. RESULTS: After documenting the incidence and infectious complications associated with regional anesthesia and interventional pain procedures including implanted devices, we made recommendations regarding the role of the anesthesiologist and pain physician in infection control, preoperative patient risk factors and management, sterile technique, equipment use and maintenance, healthcare setting (office, hospital, operating room), surgical technique, postoperative risk reduction, and infection symptoms, diagnosis, and treatment. Consensus recommendations were based on risks associated with different settings and procedures, and keeping in mind each patient's unique characteristics. CONCLUSIONS: The recommendations are intended to be multidisciplinary guidelines for clinical care and clinical decision-making in the regional anesthesia and chronic interventional pain practice. The issues addressed are constantly evolving, therefore, consistent updating will be required.",https://pubmed.ncbi.nlm.nih.gov/39837579/,2025 Jul 17,2025-07-17,2025,2025-07
40675840,British journal of anaesthesia,An artificial intelligence-generated interactive carbon footprint calculator for anaesthesia.,Suri A; Sindwani G,,https://pubmed.ncbi.nlm.nih.gov/40675840/,2025 Jul 16,2025-07-16,2025,2025-07
40675839,British journal of anaesthesia,Impact of desflurane removal from the operating room on carbon dioxide emissions at a tertiary academic medical centre: a retrospective analysis.,Seibold EL; Wachtendorf LJ; Needham MJ; Munoz-Acuna R; Redaelli S; Suleiman A; von Wedel D; Ratajczak N; Remotti EJ; Paschold BS; Chen G; Palardy A; Pierce T; Kienbaum P; Ramachandran SK; Schaefer MS,"BACKGROUND: Inhalational anaesthesia agents contribute to healthcare-related greenhouse gas emissions. We evaluated the carbon footprint of inhalation anaesthesia at a US academic medical centre over time and determined the relative importance of institutional measures (removal of desflurane and limiting fresh gas flow [FGF] and nitrous oxide [N(2)O] use) to reduce carbon dioxide equivalent emissions (CO(2)e-emissions). METHODS: From 124 428 patients undergoing inhalational anaesthesia between 2014 and 2022, CO(2)e-emissions per patient were calculated from minute-by-minute recordings of inspiratory concentrations of sevoflurane, isoflurane, desflurane, and N(2)O, as well as FGF data. Data were combined with the global warming potential for each gas. Interrupted time series analysis, adjusted for patient and procedural factors, was applied to assess the impact of gradual removal of desflurane from operating rooms in June 2018 and its complete elimination in January 2020. RESULTS: From June 2014 to June 2022, mean CO(2)e-emissions per patient decreased by 82.8% from an average of 83.1 (median, 23.6 [interquartile range, 10.1-107.8]) kg to 14.3 (median 8.5 [4.2-15.9]) kg. In adjusted analyses, restrictive use of desflurane (-1.53 kg per patient, 95% confidence interval, -1.88 to -1.18; P<0.001) and its subsequent elimination (additional -0.50 kg per patient, -0.80 to -0.19; P=0.002) reduced CO(2)e-emissions. Before the elimination, desflurane was the main contributor to CO(2)e-emissions (74% relative contribution). After the elimination, use of N(2)O (73%) and high FGF (>3.42 L min(-1), 4%) emerged as dominant predictors of CO(2)e-emissions. CONCLUSIONS: Eliminating desflurane led to a substantial reduction in anaesthesia-related CO(2)e-emissions of  approximately 900 metric tonnes annually. This study highlights the importance of volatile anaesthetic choice and factors including N(2)O use and fresh gas flow to minimise the carbon footprint of anaesthesia.",https://pubmed.ncbi.nlm.nih.gov/40675839/,2025 Jul 16,2025-07-16,2025,2025-07
40675838,British journal of anaesthesia,Generation of preoperative anaesthetic plans by ChatGPT-4.0. Comment on Br J Anaesth 2025; 134: 1333-40.,Armstrong RA,,https://pubmed.ncbi.nlm.nih.gov/40675838/,2025 Jul 16,2025-07-16,2025,2025-07
40675837,British journal of anaesthesia,Effect of intraoperative dexmedetomidine on prognosis in patients with cancer undergoing surgical procedures. Comment on Br J Anaesth 2025; 135: 89-98.,Xu W; Wang B; Cheng S,,https://pubmed.ncbi.nlm.nih.gov/40675837/,2025 Jul 16,2025-07-16,2025,2025-07
40675836,British journal of anaesthesia,Development and internal validation of the patient satisfaction questionnaire: Perception of Quality in Anaesthesia (PQA)-10.,Kesting M; Sharma N; Debelak R; Braun J; Spahn DR; Tscholl DW; Fredrich H; Gasciauskaite G; Lunkiewicz J,"BACKGROUND: Patient satisfaction is a key indicator of anaesthesia quality. Existing questionnaires often lack patient input on item generation, are too lengthy, or were developed in culturally distinct regions. This study aimed to determine patient-perceived high-quality anaesthesia care and develop a short, validated questionnaire to assess patient satisfaction with peri-anaesthesia care in Switzerland. METHODS: The Swiss Perception of Quality in Anaesthesia questionnaire was developed and validated in two university hospitals in German-speaking Switzerland. A total of 245 patients identified and ranked 42 attributes of high-quality anaesthesia care, leading to the development of key themes using a six-stage thematic analysis. The final questionnaire was tested for reliability and validity with an additional 350 patients. RESULTS: Three themes were identified: communication during the pre-anaesthetic consultation, side-effects and adverse events, and the interpersonal and professional skills of the anaesthesia team. Test-retest reliability confirmed response consistency. Dimensionality analysis showed strong correlations between overall satisfaction and other item scores (0.68 and 0.74). A three-dimensional model demonstrated a very good fit: Tucker-Lewis Index of 0.977, comparative fit index of 0.985 (both range from 0 to 1; values closer to 1 indicate better fit), root mean squared error of approximation of 0.039 (values below 0.06 suggest good fit), and standardised root mean square residual of 0.04 (values below 0.08 suggest good fit). Average completion time was 146 s (sd 8 s). CONCLUSIONS: This study validated the Perception of Quality in Anaesthesia as a tool for assessing patient satisfaction in individuals receiving anaesthesia care in Switzerland.",https://pubmed.ncbi.nlm.nih.gov/40675836/,2025 Jul 16,2025-07-16,2025,2025-07
40670262,British journal of anaesthesia,The carbon footprint of general anaesthesia in adult patients. Comment on Br J Anaesth 2025; 134: 1620-7.,O'Rourke S; Lavelle A,,https://pubmed.ncbi.nlm.nih.gov/40670262/,2025 Jul 16,2025-07-16,2025,2025-07
40668026,Pain,STIM1 functionally couples to transient receptor potential ankyrin 1 contributing to nociception.,Mei Y; Birla H; Lee BH; Li Z; Rai V; Zhang I; Huo X; Yi A; Zhang Q; Li D; Zhong Y; Wang F; Yasin B; Apai C; Rohacs T; Tao YX; Bekker A; Hu H,"STIM1 is a calcium sensor that can sense calcium level changes in the endoplasmic reticulum (ER) and respond to extracellular stimuli. We have reported that STIM1 is expressed in nociceptors. However, its functional significance remains unclear. Here, we show that STIM1 plays an important role in sensing cold, chemical, and noxious mechanical stimuli in both male and female mice. We found that activation of transient receptor potential ankyrin 1 (TRPA1) triggers ER Ca2+ release, STIM1 translocation, and store-operated Ca2+ entry (SOCE). Immunostaining and western blot results reveal that TRPA1 is expressed in the ER. In addition, STIM1 deficiency in the primary sensory neurons reduces cold-, allyl isothiocyanate (TRPA1 agonist)-, and bradykinin-induced Ca2+ entry and nociception. Moreover, intraplantar injection of thapsigargin, an ER Ca2+-ATPase inhibitor, evokes nociception and increases pain hypersensitivity, which is significantly attenuated in STIM1 conditional knockout or L3/L4 dorsal root ganglia STIM1 knockdown mice. Mechanistic studies demonstrate that STIM1-mediated SOCE increases neuronal excitability and decreases potassium channel Kv4-mediated outward currents in small to medium-sized dorsal root ganglion neurons, which is abolished by inhibiting the mitogen-activated protein kinase/extracellular receptor kinase pathway. Our findings demonstrate that STIM1 acts as a transducer of nociception and uncover a novel link between STIM1 and TRPA1ER. Our study also provides new insights into TRPA1-mediated nociception.",https://pubmed.ncbi.nlm.nih.gov/40668026/,2025 Jul 16,2025-07-16,2025,2025-07
40668025,Pain,Androgen receptors expressed in the primary sensory neurons regulate mechanical pain sensitivity.,Saika F; Uta D; Fukazawa Y; Hino Y; Hatano Y; Kishioka S; Nawa H; Hino S; Suzuki K; Kiguchi N,"The expression of hormonal receptors in pain-processing regions complicates understanding the hormonal effects on pain mechanisms. This study investigates androgen receptor (AR) involvement in pain sensitivity and sex differences in pain perception. Mechanical pain thresholds were higher in normal male mice compared to gonadectomized (GDX) male and normal female mice, correlating with serum testosterone levels. In the dorsal root ganglia (DRG), AR was expressed in normal males but undetectable in GDX males and normal females. Androgen receptor overlapped with NeuN, a neuronal nuclei marker, indicating androgen signaling activation in sensory neurons. In male sensory neuron-selective AR conditional knockout (AR-cKO) mice, mechanical pain thresholds were significantly lower than in wild-type males, with the greatest AR depletion in calcitonin gene-related peptide (CGRP)+ neurons. Electrophysiological analyses revealed increased excitability of spinal dorsal horn neurons in both GDX males and AR-cKO males. In female mice, administration of testosterone propionate or dihydrotestosterone significantly raised mechanical pain thresholds, accompanied by increased AR expression in the DRG. This effect was abolished in AR-cKO females, where AR depletion was most prominent in CGRP+ neurons, consistent with male findings. These results indicate that primary sensory neurons, particularly CGRP+ neurons, are critical targets of androgen in regulating mechanical pain sensitivity. Therefore, manipulating androgen signaling in sensory neurons may offer a promising approach to managing mechanical pain.",https://pubmed.ncbi.nlm.nih.gov/40668025/,2025 Jul 16,2025-07-16,2025,2025-07
40668023,Pain,Neurophysiological encoding of aversive prediction errors.,Gopalakrishnan R; Sonneborn C; Baillet S; Machado AG; Wager TD; Roy M,"Aversive prediction error (PE) brain signals generated by unexpected pain or pain absence are crucial for learning to avoid future pain. Yet, the detailed neurophysiological origins of PE signaling remain unclear. In this study, we combined an instrumental pain avoidance task with computational modeling and magnetoencephalography to detect time-resolved activations underlying pain expectations and aversive PE signals in the human brain. The task entailed learning probabilistically changing cue-pain associations to avoid receiving a pain stimulus. We used an axiomatic approach to identify general aversive PE signals that encode the degree to which the outcome deviated from expectations. Our findings indicate that aversive PE signals are generated in the alpha band (8-12 Hz) by the midbrain/diencephalon, lateral orbitofrontal cortex, and ventrolateral prefrontal cortex approximately 150 milliseconds after outcome delivery. Moreover, alpha oscillations in these regions also encoded pain expectations before the outcome. We speculate that this may facilitate the rapid generation of PEs by allowing outcome-related nociceptive activity to be integrated with ongoing predictive signals. Finally, decisions to avoid pain recruited alpha oscillations in the anterior cingulate and dorsomedial prefrontal cortices, suggesting their active engagement in comparing predicted action values. Overall, our data reveal the rapid neurophysiological mechanisms underlying the generation of aversive PEs and subsequent decision-making.",https://pubmed.ncbi.nlm.nih.gov/40668023/,2025 Jul 16,2025-07-16,2025,2025-07
40665760,European journal of anaesthesiology,Editorial commitment to trust and integrity in science: Implications for pain and anaesthesiology research.,Palermo TM; Bouhassira D; Davis KD; Hemmings HC Jr; Hurley RW; Katz J; Pandit JJ; Price TJ; Schatman ME; Schwarz SKW; Turk DC; Van de Velde M; Wiles MD; Yaksh TL; Yarnitsky D,,https://pubmed.ncbi.nlm.nih.gov/40665760/,2025 Jul 16,2025-07-16,2025,2025-07
40705695,Pain,Evaluating the efficacy of neurokinin-1 (substance P) receptor antagonist CP-99994 on facial grimacing and allodynia in mice postsurgery: a comparative study with known analgesics.,McCoy ES; Ryan DF; Park SK; Zylka MJ,"Neurokinin-1 (substance P) receptor (NK1R) antagonists failed to effectively treat pain in humans despite having antinociceptive properties in animals. Here, we sought to evaluate the efficacy of NK1R antagonist CP-99994 at reducing facial grimacing in white-coated CD-1 mice after laparotomy surgery when compared to the analgesics carprofen and buprenorphine. To enable this investigation, we developed a machine learning algorithm to automatically score facial grimacing in white-coated mice using the PainFace software platform. This algorithm detects 5 facial action units of the mouse grimace scale (MGS; orbitals, nose, ears, whiskers, cheeks) and assigns a facial grimace score (0-10) for each video frame analyzed. Carprofen and buprenorphine significantly reduced mean MGS scores and percentage of high grimace (MGS scores >/=5) frames for up to 4 hours postsurgery across multiple doses. In contrast, CP-99994 showed limited efficacy, with only the highest 30 mg/kg dose reducing grimacing at 2 hours. Likewise, principal component analysis of grimace data over time indicated that carprofen and buprenorphine were effective at reducing facial grimacing, whereas CP-99994 was not. However, both buprenorphine and CP-99994 reduced mechanical allodynia at the incision site. These findings reveal a dissociation between the effects of CP-99994 on a spontaneous pain measure (grimacing) and an evoked nociceptive response, whereas a known analgesic reduced both measures. Our study suggests that using facial grimacing to assess spontaneous pain alongside traditional nociceptive assays may better predict analgesic potential and possibly reduce risk of translational failures when selecting drug candidates for clinical advancement.",https://pubmed.ncbi.nlm.nih.gov/40705695/,2025 Jul 15,2025-07-15,2025,2025-07
40664402,Regional anesthesia and pain medicine,ASRA pain medicine narrative review and expert practice recommendations for gastric point-of-care ultrasound to assess aspiration risk in medically complex patients undergoing regional anesthesia and pain procedures: infographic.,Haskins SC; Kalagara H; Bronshteyn YS; Perlas A,,https://pubmed.ncbi.nlm.nih.gov/40664402/,2025 Jul 15,2025-07-15,2025,2025-07
40664401,Regional anesthesia and pain medicine,Navigating current controversies in radiofrequency ablation of the genicular nerves for chronic knee pain in osteoarthritis: a daring discourse.,Ferreira-Silva N; Ferreira-Dos-Santos G; Cunat T; Ribeiro-da-Silva T; Peng P,"Chronic knee joint pain affects millions worldwide, with radiofrequency ablation (RFA) of genicular nerves emerging as a potential treatment in the last 15 years. Despite its growing popularity, with studies demonstrating its efficacy in pain reduction for up to 12 months, recent randomized controlled trials have questioned the efficacy of RFA. Discrepancies in study results may partially be explained by the heterogeneity of patient selection and technical protocols.This daring discourse aims to explore and critically analyze the ongoing debates surrounding RFA of the genicular nerves, addressing key controversies, namely: (1) Is there a role for performing prognostic blocks prior to RFA?; (2) What are the optimal target sites for final cannulae placement for the classical targets?; (3) Which and how many nerves should be targeted in RFA procedures?; (4) What are the comparative benefits of using ultrasound versus fluoroscopy guidance, and whether a combined technique may be advantageous?; (5) Is there a potential role for pulsed radiofrequency of the genicular nerves?; (6) Should genicular nerve RFA be performed after total knee arthroplasty?Through this in-depth discussion, we aim to guide pain medicine clinicians in informed decision-making and encourage further research in this field.",https://pubmed.ncbi.nlm.nih.gov/40664401/,2025 Jul 15,2025-07-15,2025,2025-07
40663783,Anesthesiology,"Gabapentin for pain management following major surgery: a placebo controlled, double blind, randomized clinical trial (The GAP Study).",Baos S; Lui M; Walker-Smith T; Pufulete M; Messenger D; Abbadi R; Batchelor T; Casali G; Edwards M; Goddard N; Abu Hilal M; Alzetani A; Vaida M; Martinovsky P; Saravanan P; Cook T; Malhotra R; Simpson A; Little R; Wordsworth S; Stokes E; Eu-Hem JJ; Reeves B; Culliford L; Collett L; Maishman R; Chauhan N; McCullagh L; McKeon H; Abbs S; Lamb J; Gilbert A; Hughes C; Wynick D; Angelini G; Grocott M; Gibbison B; Rogers CA,"BACKGROUND: Gabapentin is an anticonvulsant medication with approval for use in neuropathic pain and epileptic disorders. It is frequently added to multimodal analgesic regimens during and after surgery to reduce opioid use while controlling pain effectively. There is little evidence to show its effectiveness in major surgery. METHODS: In this multicenter, double blinded, randomized controlled trial, adults undergoing major cardiac, thoracic or abdominal surgery were randomized to receive either gabapentin (600mg before surgery, 300mg twice daily for 2 days after surgery) or placebo. The primary outcome was length of hospital stay. Secondary outcomes included acute and chronic pain, total opioid use, adverse health events and health related quality of life. Patients were followed up daily in-hospital until discharge and then at 4-weeks and 4 months after surgery. RESULTS: 1196 participants were randomized (500 underwent cardiac, 346 thoracic and 350 abdominal surgery); 596 were allocated to placebo and 600 were allocated to gabapentin. Median length of hospital stay was similar in the two groups (gabapentin 5.94 (IQR 4.08-8.04) days, placebo 6.15 (IQR 4.22 - 8.97) days; hazard ratio 1.07, 95%CI 0.95-1.20, p=0.26). Overall, 384 participants experienced one or more serious adverse events (gabapentin 189/596, 31.7%; placebo 195/599, 32.6%), with some variation across surgical specialties. CONCLUSIONS: Among patients undergoing major cardiac, thoracic and abdominal surgery, adding gabapentin to multimodal analgesic regimes did not alter the length of hospital stay, or the number of serious adverse events.",https://pubmed.ncbi.nlm.nih.gov/40663783/,2025 Jul 15,2025-07-15,2025,2025-07
40663477,Anesthesia and analgesia,Institutional Validation of Quantra-Guided Bleeding Algorithm in Adult Liver Transplant Recipients.,Forkin KT; Glover RT; Khan J,,https://pubmed.ncbi.nlm.nih.gov/40663477/,2025 Jul 15,2025-07-15,2025,2025-07
40663476,Anesthesia and analgesia,Familiar Strangers.,Tingley GLG,,https://pubmed.ncbi.nlm.nih.gov/40663476/,2025 Jul 15,2025-07-15,2025,2025-07
40663475,Anesthesia and analgesia,Acute Complications of Rocuronium versus Cisatracurium: Recurarization and the Cost of Assumed Safety.,Lin YT; Chen YK; Cheng SY; Hung MH,,https://pubmed.ncbi.nlm.nih.gov/40663475/,2025 Jul 15,2025-07-15,2025,2025-07
40663474,Anesthesia and analgesia,In Response.,Georgakis NA; Vidal Melo MF; Kinsky MP; Arango D,,https://pubmed.ncbi.nlm.nih.gov/40663474/,2025 Jul 15,2025-07-15,2025,2025-07
40663473,Anesthesia and analgesia,Absence of Neuromuscular Monitoring Limits Interpretation of Adverse Outcome Comparisons.,Carvalho H; Geerts L,,https://pubmed.ncbi.nlm.nih.gov/40663473/,2025 Jul 15,2025-07-15,2025,2025-07
40663472,Anesthesia and analgesia,In Response.,Dutton RP,,https://pubmed.ncbi.nlm.nih.gov/40663472/,2025 Jul 15,2025-07-15,2025,2025-07
40668022,Pain,Quantitative sensory testing for detecting small fiber impairment-the same old story or finally evidence-based decision making?,Enax-Krumova EK,,https://pubmed.ncbi.nlm.nih.gov/40668022/,2025 Jul 14,2025-07-14,2025,2025-07
40664403,Regional anesthesia and pain medicine,Advancing the dynamic understanding of pain catastrophizing in interventional pain management.,Zhou J; Li W; Liu R,,https://pubmed.ncbi.nlm.nih.gov/40664403/,2025 Jul 14,2025-07-14,2025,2025-07
40663815,Journal of clinical anesthesia,Overdiagnosis of catheter-related thrombosis: When intensive screening detects clinically irrelevant findings.,Yuan HT; Qin N; Zhou Y,,https://pubmed.ncbi.nlm.nih.gov/40663815/,2025 Jul 14,2025-07-14,2025,2025-07
40663557,Anesthesiology,Head Strikes Among Perioperative Personnel in the United States: A Mixed Methods Study.,Piersa AP; Chan KM; Doney A; Copenhaver MS; Gartland RM; Levine WC; Collier LG; Pian-Smith MCM; Tron LE,"BACKGROUND: Healthcare workers face major occupational hazards. While various workplace safety risks for anesthesiologists have been documented, head injuries remain an underrecognized hazard. This study aimed to determine the frequency and characteristics of head strikes among anesthesiologists and perioperative nurses, examine reporting practices, and identify potential preventive strategies. METHODS: In this mixed-methods, cross-sectional national study, a 22-question survey was distributed to U.S.-based anesthesiologists and perioperative nurses in February and March of 2024. The survey, developed by a multidisciplinary team, included multiple-choice and free-response questions. The primary outcome measure was whether the individual had experienced a head strike in an operating or procedural room in the prior 12 months. Secondary outcome measures included the number of head strikes; source, timing, and head location of the strike; the amount of time taken off from work; whether a safety report was filed; and free-text responses for contributing factors, suggested changes to reduce risk, and challenges in reporting injuries. Qualitative responses were coded by investigator pairs using two collectively developed codebooks with themes and subthemes emerging inductively. RESULTS: Of the 1,549 anesthesiologists (6.6% response rate) and 287 nurses (2.7% response rate), 1,441 (78.5%) reported at least one head strike in the preceding year. Common sources included monitors (73.4% of respondents), light heads (37.4%), and boom-mounted equipment (33.4%). Most (948, 65.8%) incidents occurred intraoperatively. Causes of head strikes were multifactorial, frequently a combination of equipment placement, clinician movement, and tasks occurring under time pressure. Only 69 (4.8%) filed a safety report following a head strike. Barriers to reporting included time constraints, perception of strikes as minor incidents, and fear of negative consequences. CONCLUSIONS: Head strikes are a common but underreported occupational hazard in perioperative and periprocedural settings. Multi-faceted interventions addressing equipment design, workspace organization, and reporting culture are needed to reduce such risks.",https://pubmed.ncbi.nlm.nih.gov/40663557/,2025 Jul 14,2025-07-14,2025,2025-07
